Bioinformatics_ID	site_name	state
TF8680_Rspe_CMX	SantaMariaAlbarradas	Oaxaca
TF8681_Rspe_CMX	SantaMariaAlbarradas	Oaxaca
TF8682_Rspe_CMX	SantaMariaAlbarradas	Oaxaca
TF8683_Rspe_CMX	SantaMariaAlbarradas	Oaxaca
T14193_Rber_CMX	PuenteDanadaValleNacional	Oaxaca
JA22541_Rspe_CMX	PuenteCarrizalillos	Oaxaca
UTA56347_Rspe_CMX	ZapotitlanSalinas	Puebla
T403_Rber_CMX	RioBlanco	Veracruz
T211_Rspe_CMX	LagunaZempoala	Morelos
T2092_xochi_CMX	XochimilcoMarket	D.F.
T3405_xochi_CMX	XochimilcoMarket	D.F.
T1952_Rspe_CMX	Hwy51Hwy15	Michoacán
T1987_Rspe_CMX	Hwy51Hwy15	Michoacán
T1989_Rspe_CMX	Hwy51Hwy15	Michoacán
T1991_Rspe_CMX	Hwy51Hwy15	Michoacán
T1997_Rspe_CMX	Hwy51Hwy15	Michoacán
T1995_CMX	Zurumbeneo	Michoacán
T1996_CMX	Zurumbeneo	Michoacán
T2002_CMX	Zurumbeneo	Michoacán
T2103_CMX	Zurumbeneo	Michoacán
T210_Atoy_CMX	Pezmatlan	Puebla
Rneo_T480_JA17105	Tapalpa	Jalisco
Rneo_T527_JA17105	Tapalpa	Jalisco
T472_Rneo_CMX	Tapalpa	Jalisco
T501_Rneo_CMX	Tapalpa	Jalisco
T523_Rneo_CMX	Tapalpa	Jalisco
T534_Rneo_CMX	Tapalpa	Jalisco
TF8509_Rspe_CMX	LaPurisima	Hidalgo
TF8519_Rspe_CMX	LaPurisima	Hidalgo
T130_Rspe_CMX	LaEstanzuela	Hidalgo
T131_Rspe_CMX	LaEstanzuela	Hidalgo
T134_Rspe_CMX	LaEstanzuela	Hidalgo
T135_Rspe_CMX	LaEstanzuela	Hidalgo
T136_Rspe_CMX	LaEstanzuela	Hidalgo
T137_Rspe_CMX	LaEstanzuela	Hidalgo
T138_Rspe_CMX	LaEstanzuela	Hidalgo
T139_Rspe_CMX	LaEstanzuela	Hidalgo
T140_Rspe_CMX	LaEstanzuela	Hidalgo
T141_Rspe_CMX	LaEstanzuela	Hidalgo
T14197_Rspe_CMX	LaEstanzuela	Hidalgo
T3935_Rspe_CMX	LaEstanzuela	Hidalgo
T417_Rspe_CMX	LaEstanzuela	Hidalgo
T418_Rspe_CMX	LaEstanzuela	Hidalgo
T419_Rspe_CMX	LaEstanzuela	Hidalgo
T529_Rspe_CMX	LaEstanzuela	Hidalgo
TF8500_Rspe_CMX	ElCedralHidalgo	Hidalgo
TF8501_Rspe_CMX	ElCedralHidalgo	Hidalgo
TF8502_Rspe_CMX	ElCedralHidalgo	Hidalgo
TF8503_Rspe_CMX	ElCedralHidalgo	Hidalgo
TF8505_Rspe_CMX	ElCedralHidalgo	Hidalgo
T14194_CMX	RioTexcapa2	Puebla
T208_CMX	RioTexcapa2	Puebla
T209_CMX	RioTexcapa2	Puebla
T1127_RTex_CMX	RioTexcapa	Puebla
T414_RTex_CMX	RioTexcapa	Puebla
T416_RTex_CMX	RioTexcapa	Puebla
TF8536_Rber_CMX	RioSanAgustin	Hidalgo
TF8549_Rber_CMX	RioSanAgustin	Hidalgo
TF8554_Rber_CMX	ElEnzuelado	Hidalgo
TF8560_Rber_CMX	ElEnzuelado	Hidalgo
T11_CMX	PresaArroyoZarco	Hidalgo
T281_PiedBl_CMX	PiedraBlanca	Hidalgo
T117_CMX	Zacualtipan	Hidalgo
TF8561_Rber_CMX	LagunaAtezca	Hidalgo
TF8572_Rber_CMX	LagunaAtezca	Hidalgo
TF8581_Rber_CMX	Cuanectla	Hidalgo
TF8588_Rber_CMX	Cuanectla	Hidalgo
TF8590_Rber_CMX	RioCalnali	Hidalgo
TF8597_Rber_CMX	RioCalnali	Hidalgo
TF8599_Rber_CMX	Achiquihuixtla	Hidalgo
TF8601_Rber_CMX	Achiquihuixtla	Hidalgo
TF8607_Rber_CMX	Atlapexco	Hidalgo
TF8613_Rber_CMX	Atlapexco	Hidalgo
T294_Rber_CMX	SanFelipeOrizatlan	Hidalgo
T483_Rber_CMX	SanFelipeOrizatlan	Hidalgo
T423_Rber_CMX	ArroyoSacahuite	San Luis Potosí
T424_Rber_CMX	RioMatlapa1	San Luis Potosí
T425_Rber_CMX	RioMatlapa2	San Luis Potosí
T426_Rber_CMX	RioSantaCatarina	San Luis Potosí
T14178_Rber_CMX	RioVerde	San Luis Potosí
T105_Rber_CMX	SanFrancisco	San Luis Potosí
Rber_T1113a_JA17105	LaUnion	Tamaulipas
Rber_T1114_JA17105	LaUnion	Tamaulipas
T401_Rber_CMX	LaUnion	Tamaulipas
T402_Rber_CMX	LaUnion	Tamaulipas
T14179_Rber_CMX	CienegadeFlores	Nuevo Leon
